"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","miRNA","Rank"
"hsa-mir-6511a-2_hsa-miR-6511a-3p",2.50289811395544,-1.10129832951826,0.275484856613287,-3.99767284146658,6.39682795401617e-05,0.00044280264615023,"hsa-miR-6511a-3p",-3.69352309601292
"hsa-mir-6511a-3_hsa-miR-6511a-3p",2.59112735684255,-0.944890911811704,0.266955016838219,-3.53951359672079,0.00040086511998362,0.00198205531547456,"hsa-miR-6511a-3p",-2.55393074397404
"hsa-mir-6511a-4_hsa-miR-6511a-3p",2.5451321841935,-1.13601862372214,0.27130603398745,-4.18722210864904,2.82389448574465e-05,0.000228478735664794,"hsa-miR-6511a-3p",-4.13641899799098
"hsa-mir-7854_hsa-miR-7854-3p",3.05796647498926,-1.03897533161941,0.331274491886899,-3.13629741215974,0.00171095598535349,0.00653942072929587,"hsa-miR-7854-3p",-2.26960080134836
"hsa-mir-132_hsa-miR-132-3p",6.93867595950194,-1.69571092224464,0.301096613079251,-5.63178344951466,1.78355544650481e-08,4.27367324297115e-07,"hsa-miR-132-3p",-10.8003197782084
"hsa-mir-195_hsa-miR-195-5p",14265.4597808794,-1.29555433974069,0.302537467701085,-4.28229385796517,1.84976472620365e-05,0.000157863482797928,"hsa-miR-195-5p",-4.92533266792465
"hsa-mir-324_hsa-miR-324-5p",644.420429897773,-1.04849180115976,0.237595988484928,-4.41291878640566,1.01986261138087e-05,9.48320010284001e-05,"hsa-miR-324-5p",-4.21812978773313
"hsa-mir-144_hsa-miR-144-5p",382.020177947331,-0.993572250529764,0.313361128000535,-3.17069400684589,0.00152075244368459,0.00595867152462576,"hsa-miR-144-5p",-2.21054977268745
"hsa-mir-4732_hsa-miR-4732-5p",14.380113899694,-0.969279275105635,0.243878498673017,-3.97443514036556,7.05464830209864e-05,0.000482972076066753,"hsa-miR-4732-5p",-3.21420565877726
"hsa-mir-423_hsa-miR-423-5p",4721.07291792842,-0.552244372958218,0.23359850370019,-2.36407495857504,0.0180751549836787,0.0467254006424558,"hsa-miR-423-5p",-0.73473185055738
"hsa-mir-6780a_hsa-miR-6780a-5p",5.2647186649082,-2.02039169939182,0.389896429612698,-5.18186766008287,2.1967506222804e-07,3.50916830174535e-06,"hsa-miR-6780a-5p",-11.0208241607838
"hsa-mir-152_hsa-miR-152-3p",146.602079829313,-0.815537539044134,0.233915615208802,-3.48646044136966,0.000489457767062568,0.00234308897808144,"hsa-miR-152-3p",-2.14503598462052
"hsa-mir-10a_hsa-miR-10a-5p",102.695779608483,-1.44263882904245,0.323003606480853,-4.46632421464298,7.95749885119373e-06,7.51139664286924e-05,"hsa-miR-10a-5p",-5.94984546618172
"hsa-mir-301a_hsa-miR-301a-5p",3.7586862504309,-0.733740599789284,0.246035312324461,-2.98225727379189,0.00286131437791317,0.0101467141115544,"hsa-miR-301a-5p",-1.46283997910881
"hsa-mir-548aa-2_hsa-miR-548aa",3.15513622120117,-0.873274229780586,0.266304971569517,-3.27922616177155,0.0010409217835801,0.0042946640474861,"hsa-miR-548aa",-2.06710193270536
"hsa-mir-4738_hsa-miR-4738-3p",5.14970695805848,-2.03983981130394,0.381003656217746,-5.35385888826789,8.60980138553784e-08,1.53670106339133e-06,"hsa-miR-4738-3p",-11.8584263980576
"hsa-mir-6516_hsa-miR-6516-5p",2.89199652064042,-0.635837312933996,0.258249363448786,-2.46210602203514,0.0138123829769764,0.0370125042766058,"hsa-miR-6516-5p",-0.910297461525615
