"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","miRNA"
"hsa-mir-200a_hsa-miR-200a-3p",12.5804671895483,0.639567609435338,0.235368511979379,2.71730319428358,0.00658162848346436,0.0180144673914541,"hsa-miR-200a-3p"
"hsa-mir-30e_hsa-miR-30e-5p",2559.47713238465,0.744329658063602,0.272679769900869,2.72968419451945,0.00633950229727575,0.0176097286035437,"hsa-miR-30e-5p"
"hsa-mir-30c-1_hsa-miR-30c-5p",717.599298953231,0.836556870995695,0.263808485958432,3.17107642673599,0.00151875179520626,0.00545580751027245,"hsa-miR-30c-5p"
"hsa-mir-6734_hsa-miR-6734-5p",37.589819950426,0.629206421542767,0.249113111917104,2.52578604434176,0.0115439761782375,0.0284922978921466,"hsa-miR-6734-5p"
"hsa-mir-101-1_hsa-miR-101-5p",85.0690439018854,0.757675410336185,0.160143397371958,4.73123102650537,2.23162367629496e-06,2.30601113217146e-05,"hsa-miR-101-5p"
"hsa-mir-101-1_hsa-miR-101-3p",5212.06502956648,1.52328151440671,0.247859356151587,6.14574950108035,7.9586802163501e-10,2.58844413270865e-08,"hsa-miR-101-3p"
"hsa-mir-186_hsa-miR-186-5p",3552.99177101672,0.585017847440657,0.222347473480417,2.63109734634417,0.0085109653623272,0.0222087479993387,"hsa-miR-186-5p"
"hsa-mir-190b_hsa-miR-190b",6.74020142646007,0.479485328037037,0.20116898950124,2.38349523565152,0.0171491064506607,0.0394357628426646,"hsa-miR-190b"
"hsa-mir-92b_hsa-miR-92b-5p",11.3400558740209,0.842017826810664,0.209828360812355,4.01288855115093,5.9980236179986e-05,0.00036602112629519,"hsa-miR-92b-5p"
"hsa-mir-92b_hsa-miR-92b-3p",21.6658574589769,0.539750250055286,0.201813020028091,2.67450658029971,0.00748393075097829,0.0200001597655454,"hsa-miR-92b-3p"
"hsa-mir-181b-1_hsa-miR-181b-5p",135.714535339715,0.343060777787926,0.108521271952255,3.16123071188161,0.00157104008726935,0.00561085745453339,"hsa-miR-181b-5p"
"hsa-mir-181a-1_hsa-miR-181a-5p",1007.36740894369,0.772708860464449,0.19277845853808,4.00827388248784,6.11641627693977e-05,0.000370329891767837,"hsa-miR-181a-5p"
"hsa-mir-29c_hsa-miR-29c-5p",520.491648068876,0.775255192749824,0.216969468270305,3.57310730827803,0.000352770111582638,0.00152735662836059,"hsa-miR-29c-5p"
"hsa-mir-29c_hsa-miR-29c-3p",1501.09607507136,0.946598546027543,0.247502858816337,3.82459641296498,0.000130986480502472,0.00069530494787271,"hsa-miR-29c-3p"
"hsa-mir-29b-2_hsa-miR-29b-3p",754.322819982469,0.32556025570339,0.128645905634694,2.53066939128136,0.0113845099092102,0.0282673694597997,"hsa-miR-29b-3p"
"hsa-mir-29b-2_hsa-miR-29b-2-5p",55.0963646950578,0.559759629901432,0.14414019891643,3.88343872222606,0.000102989496027528,0.000558159856093247,"hsa-miR-29b-2-5p"
"hsa-mir-205_hsa-miR-205-5p",378.460530127008,0.611655402681859,0.199418440570478,3.06719579659781,0.00216077270744924,0.00724934566352018,"hsa-miR-205-5p"
"hsa-mir-194-1_hsa-miR-194-5p",147.208082390674,1.29733003319131,0.230183383385806,5.63607161433058,1.73973054924089e-08,3.64403020449106e-07,"hsa-miR-194-5p"
"hsa-mir-320b-2_hsa-miR-320b",212.97055992736,0.592679874037112,0.216821115329217,2.73349702651053,0.0062665689169357,0.0174732735518935,"hsa-miR-320b"
"hsa-mir-1537_hsa-miR-1537-3p",164.129894156996,0.764396661700687,0.173816500857446,4.39772206856011,1.09392935762561e-05,8.7401572387613e-05,"hsa-miR-1537-3p"
"hsa-mir-548q_hsa-miR-548q",6.72945482551494,0.923294100267115,0.224494784098113,4.11276415163213,3.90949735974574e-05,0.000250401690396938,"hsa-miR-548q"
"hsa-mir-107_hsa-miR-107",2269.22755966926,1.251124100065,0.205137380018077,6.09895719617142,1.06762651165129e-09,3.309642186119e-08,"hsa-miR-107"
"hsa-mir-4685_hsa-miR-4685-3p",32.4598019169332,0.564457448312013,0.194676717292351,2.8994604807536,0.00373805463942898,0.0117287139496254,"hsa-miR-4685-3p"
"hsa-mir-3158-2_hsa-miR-3158-3p",11.398224627109,0.666265321573656,0.219132618483168,3.04046620802294,0.00236212196619763,0.007890709154324,"hsa-miR-3158-3p"
"hsa-mir-3158-1_hsa-miR-3158-3p",11.3839763493222,0.838645293423368,0.215663616595236,3.88867304862722,0.000100793791386764,0.000554008427835048,"hsa-miR-3158-3p"
"hsa-mir-192_hsa-miR-192-5p",1020.33908887994,1.20233176855798,0.225249167036313,5.33778563702368,9.40886045941841e-08,1.65724246728393e-06,"hsa-miR-192-5p"
"hsa-mir-192_hsa-miR-192-3p",6.30851614087526,1.05804732648008,0.222002052153749,4.76593489211229,1.87979959170907e-06,1.99567764873223e-05,"hsa-miR-192-3p"
"hsa-mir-194-2_hsa-miR-194-5p",162.469083867416,1.31499263854477,0.220818154314448,5.95509297062687,2.59924027077846e-09,6.49810067694614e-08,"hsa-miR-194-5p"
"hsa-mir-7641-1_hsa-miR-7641",11.0584100448609,2.12840600279392,0.378869181421886,5.61778605165527,1.93419790359821e-08,3.94474572444372e-07,"hsa-miR-7641"
"hsa-mir-125b-1_hsa-miR-125b-5p",386.270365372839,0.441847187161399,0.13348818785196,3.31000962910227,0.000932927617608767,0.00363887444666489,"hsa-miR-125b-5p"
"hsa-mir-141_hsa-miR-141-3p",19.5481564499894,0.964662087144818,0.201627547262423,4.78437644182265,1.71518967068625e-06,1.87221407715752e-05,"hsa-miR-141-3p"
"hsa-mir-148b_hsa-miR-148b-3p",745.50666388898,0.603977463692138,0.203218043313152,2.97206613076886,0.00295802962520027,0.00967288168578148,"hsa-miR-148b-3p"
"hsa-let-7i_hsa-let-7i-5p",2525.00413929866,0.928724713954699,0.225611870250561,4.11647096814221,3.84717764494096e-05,0.00024846355623577,"hsa-let-7i-5p"
"hsa-let-7i_hsa-let-7i-3p",12.4720648940301,0.505287778249386,0.160023567709179,3.15758350774728,0.00159082665173958,0.00562963769451223,"hsa-let-7i-3p"
"hsa-mir-331_hsa-miR-331-5p",80.9125495350039,0.46715385768394,0.175575900179299,2.66069464662793,0.00779796404159363,0.0207677736502923,"hsa-miR-331-5p"
"hsa-mir-320d-1_hsa-miR-320d",67.7523337255056,0.542146339437678,0.229368576106406,2.36364696786613,0.0180960474962133,0.0411273806732122,"hsa-miR-320d"
"hsa-mir-3613_hsa-miR-3613-5p",7.92258244108856,1.53131723438643,0.313306880441263,4.88759529388475,1.02075091057144e-06,1.18071933685502e-05,"hsa-miR-3613-5p"
"hsa-mir-3613_hsa-miR-3613-3p",42.9654549814544,0.701322301256872,0.231680736243872,3.02710666681689,0.00246906814287507,0.00817746927661614,"hsa-miR-3613-3p"
"hsa-mir-16-1_hsa-miR-16-1-3p",28.5403347709618,1.32171439264407,0.152295061082264,8.6786425196686,4.00520428347537e-18,7.76008329923354e-16,"hsa-miR-16-1-3p"
"hsa-mir-15a_hsa-miR-15a-5p",7775.31313913538,0.766547705941061,0.206562035135209,3.71098060415266,0.000206457924308574,0.00101268918569079,"hsa-miR-15a-5p"
"hsa-mir-15a_hsa-miR-15a-3p",13.7606208662214,0.764068053996791,0.191761806091649,3.98446421406575,6.76325477919931e-05,0.000400116217853394,"hsa-miR-15a-3p"
"hsa-mir-17_hsa-miR-17-3p",1532.95117159626,0.603537787354086,0.135384040605458,4.45796849211306,8.27400599579695e-06,7.20489286150858e-05,"hsa-miR-17-3p"
"hsa-mir-19a_hsa-miR-19a-3p",21087.9090084961,1.13758404031264,0.265717979769729,4.28117074086768,1.85912642925379e-05,0.000139885726472979,"hsa-miR-19a-3p"
"hsa-mir-20a_hsa-miR-20a-3p",12.2111365847244,0.740796143150145,0.200779592587922,3.6895987963804,0.000224607990507053,0.00108794495401854,"hsa-miR-20a-3p"
"hsa-mir-19b-1_hsa-miR-19b-1-5p",81.4250184772026,0.759232716484107,0.160333047148729,4.73534764033907,2.18679933599253e-06,2.29022903431651e-05,"hsa-miR-19b-1-5p"
"hsa-mir-19b-1_hsa-miR-19b-3p",48709.0750574309,1.17329803882582,0.24418809496253,4.80489451791604,1.54833112181553e-06,1.71422374201005e-05,"hsa-miR-19b-3p"
"hsa-mir-92a-1_hsa-miR-92a-3p",1546.91472757177,0.816348673117181,0.221917254863779,3.67861739105545,0.000234501750873848,0.00111467642495782,"hsa-miR-92a-3p"
"hsa-mir-4306_hsa-miR-4306",46.3801997371558,1.42788079276989,0.264835950032536,5.3915670912294,6.98458717975218e-08,1.32025733275803e-06,"hsa-miR-4306"
"hsa-mir-624_hsa-miR-624-5p",39.902034460684,1.02744564829147,0.240614145541355,4.27009661456033,1.95388309238261e-05,0.000144319925892066,"hsa-miR-624-5p"
"hsa-mir-624_hsa-miR-624-3p",5.69020708447717,1.1492806597825,0.255448218787147,4.49907486237023,6.82498221218376e-06,6.07972553384185e-05,"hsa-miR-624-3p"
"hsa-mir-7641-2_hsa-miR-7641",7.71423833714909,1.96426857078913,0.371962640770906,5.28082219955775,1.28605447917723e-07,1.98647351109152e-06,"hsa-miR-7641"
"hsa-mir-151b_hsa-miR-151b",149.481512903989,1.13620573540025,0.249201804519135,4.55938004779979,5.13048512882568e-06,4.79051322269867e-05,"hsa-miR-151b"
"hsa-mir-342_hsa-miR-342-5p",39.3460687235352,0.466077778667931,0.149911683178753,3.10901571368648,0.00187711734700805,0.00635621373280066,"hsa-miR-342-5p"
"hsa-mir-342_hsa-miR-342-3p",687.629095837586,0.805246912452995,0.273357609701323,2.94576365857467,0.00322158453040324,0.0102324918486168,"hsa-miR-342-3p"
"hsa-mir-627_hsa-miR-627-3p",5.72015003379991,0.462478913087804,0.190832301945873,2.42348338500356,0.0153724564434754,0.036211713506667,"hsa-miR-627-3p"
"hsa-mir-190a_hsa-miR-190a-5p",364.041988001025,1.43361364056167,0.208061557620173,6.8903340768928,5.56615146059926e-12,3.59480615163702e-10,"hsa-miR-190a-5p"
"hsa-mir-190a_hsa-miR-190a-3p",8.16859383261533,1.07854811101053,0.252591243519934,4.26993468174369,1.95530222176348e-05,0.000144319925892066,"hsa-miR-190a-3p"
"hsa-mir-484_hsa-miR-484",5115.11072033607,1.02831861891783,0.208197941291094,4.93913922751078,7.84681739887896e-07,9.50200544395499e-06,"hsa-miR-484"
"hsa-mir-138-2_hsa-miR-138-5p",11.3775046579535,0.451870854252309,0.188797767877629,2.39341205847939,0.0166924824106158,0.0386169369200814,"hsa-miR-138-5p"
"hsa-mir-140_hsa-miR-140-5p",282.683524014649,0.964064723661747,0.155784408030304,6.1884545176961,6.07569322219123e-10,2.14030102145373e-08,"hsa-miR-140-5p"
"hsa-mir-140_hsa-miR-140-3p",5165.40787954862,1.05119012540984,0.225697553993774,4.65751669350761,3.2004647929619e-06,3.22124703187723e-05,"hsa-miR-140-3p"
"hsa-mir-22_hsa-miR-22-5p",454.770014492398,0.549962508870781,0.174139626979882,3.15816978828328,0.00158763060478585,0.00562963769451223,"hsa-miR-22-5p"
"hsa-mir-22_hsa-miR-22-3p",7141.74532365617,0.874511013353007,0.201259646145337,4.3451880697509,1.39156387067103e-05,0.000106778415818817,"hsa-miR-22-3p"
"hsa-mir-324_hsa-miR-324-3p",489.028540716326,0.521666925691905,0.185168775305878,2.81725104478424,0.0048436649324037,0.0143276348191331,"hsa-miR-324-3p"
"hsa-mir-451a_hsa-miR-451a",816889.287095155,1.56922008716671,0.259416636280858,6.0490341315959,1.45716788838696e-09,4.31958463483833e-08,"hsa-miR-451a"
"hsa-mir-144_hsa-miR-144-5p",1100.4677706602,1.51647543448633,0.278890392492766,5.43753200291998,5.40236490953043e-08,1.07354687304771e-06,"hsa-miR-144-5p"
"hsa-mir-144_hsa-miR-144-3p",26799.0732372146,1.67792889514729,0.253597370902003,6.61650745502283,3.6778433535296e-11,1.9002190659903e-09,"hsa-miR-144-3p"
"hsa-mir-4732_hsa-miR-4732-3p",29.3337651092403,0.800052712870228,0.180823652342654,4.42449150044905,9.66697094778478e-06,7.97010902609916e-05,"hsa-miR-4732-3p"
"hsa-mir-193a_hsa-miR-193a-3p",42.8711080890396,0.841016241302485,0.13289238019322,6.32855126892667,2.47473633689938e-10,1.00943192689317e-08,"hsa-miR-193a-3p"
"hsa-mir-5010_hsa-miR-5010-5p",8.39099714838258,0.687932317867857,0.184388416189731,3.73088685332592,0.000190806908792073,0.000954034543960363,"hsa-miR-5010-5p"
"hsa-mir-5010_hsa-miR-5010-3p",9.28615064716799,0.616447524806834,0.233281883564489,2.64250063222943,0.00822963116615918,0.0216937556250795,"hsa-miR-5010-3p"
"hsa-mir-142_hsa-miR-142-5p",1002.91638555254,1.05362032001794,0.304496177452679,3.460208692379,0.000539756893237703,0.0022250616609533,"hsa-miR-142-5p"
"hsa-mir-454_hsa-miR-454-5p",7.43040186773803,0.60227299226993,0.246160196733442,2.44667090887203,0.0144182420567484,0.0342764956870552,"hsa-miR-454-5p"
"hsa-mir-454_hsa-miR-454-3p",97.8972627319856,1.19401110472572,0.280039662646816,4.26372140803354,2.01050089571889e-05,0.00014562039197964,"hsa-miR-454-3p"
"hsa-mir-301a_hsa-miR-301a-3p",312.609038948855,1.33546843620797,0.253928936646757,5.25922115786968,1.446668169762e-07,2.1560919837799e-06,"hsa-miR-301a-3p"
